COEMF REQUEST#,CIE,VENDOR,VENDOR PART #,Part# found in SAP Desc,Material Group,CLASS ID,CLASS DESCRIPTION,SAP PARTS DESCRIPTION FR,SAP PARTS DESCRIPTION EN,LENGTH,PCMC#,COMMENTS,STATUS,SAP#,RESP
361,3411,MAGBROOKE,50.PE030A,,,,,RACC QD BRB MM 3PO MAGBROOKE/50.PE030A,FITT QD HOS MM 3IN MAGBROOKE/50.PE030A,38/38,MAGBROOKE / 50.PE030A,v527,PROD,90015205,
361,3411,MAGBROOKE,50.PG015,,,,,JOINT ETANCHE 1.5PO MAGBROOKE/50.PG015,GASKET 1.5IN MAGBROOKE/50.PG015,38/31,MAGBROOKE / 50.PG015,v527,PROD,90015206,
361,3411,MAGBROOKE,50.PG020,,,,,JOINT ETANCHE 2PO MAGBROOKE/50.PG020,GASKET 2IN MAGBROOKE/50.PG020,36/29,MAGBROOKE / 50.PG020,v527,PROD,90015207,
361,3411,MAGBROOKE,50.PA015A,,,,,RACC QD VIS MF 1.5PO MAGBROOKE/50.PA015A,FITT QD THR MF 1.5IN MAGBROOKE/50.PA015A,40/40,MAGBROOKE / 50.PA015A,v527,PROD,90015208,
361,3411,MAGBROOKE,50.PB015A,,,,,RACC QD VIS FM 1.5PO MAGBROOKE/50.PB015A,FITT QD THR FM 1.5IN MAGBROOKE/50.PB015A,40/40,MAGBROOKE / 50.PB015A,v527,PROD,90015209,
361,3411,MAGBROOKE,50.PC015A,,,,,RACC QD BRB FM 1.5PO MAGBROOKE/50.PC015A,FITT QD HOS FM 1.5IN MAGBROOKE/50.PC015A,40/40,MAGBROOKE / 50.PC015A,v527,PROD,90015210,
361,3411,MAGBROOKE,50.PD015A,,,,,RACC QD VIS FF 1.5PO MAGBROOKE/50.PD015A,FITT QD THR FF 1.5IN MAGBROOKE/50.PD015A,40/40,MAGBROOKE / 50.PD015A,v527,PROD,90015211,
361,3411,MAGBROOKE,50.PE015A,,,,,RACC QD BRB MM 1.5PO MAGBROOKE/50.PE015A,FITT QD HOS MM 1.5IN MAGBROOKE/50.PE015A,40/40,MAGBROOKE / 50.PE015A,v527,PROD,90015212,
361,3411,MAGBROOKE,50.PF015A,,,,,RACC QD VIS MM 1.5PO MAGBROOKE/50.PF015A,FITT QD THR MM 1.5IN MAGBROOKE/50.PF015A,40/40,MAGBROOKE / 50.PF015A,v527,PROD,90015213,
361,3411,MAGBROOKE,50.PDP015A,,,,,BOUCHON QD M 1.5PO MAGBROOKE/50.PDP015A,PLUG QD M 1.5IN MAGBROOKE/50.PDP015A,39/36,MAGBROOKE / 50.PDP015A,v527,PROD,90015214,
361,3411,MAGBROOKE,50.PDC015A,,,,,CAPUCHON QD F 1.5PO MAGBROOKE/50.PDC015A,CAP QD F 1.5IN MAGBROOKE/50.PDC015A,40/35,MAGBROOKE / 50.PDC015A,v527,PROD,90015215,
361,3411,MAGBROOKE,50.PA020A,,,,,RACC QD VIS MF 2PO MAGBROOKE/50.PA020A,FITT QD THR MF 2IN MAGBROOKE/50.PA020A,38/38,MAGBROOKE / 50.PA020A,v527,PROD,90015216,
361,3411,MAGBROOKE,50.PB020A,,,,,RACC QD VIS FM 2PO MAGBROOKE/50.PB020A,FITT QD THR FM 2IN MAGBROOKE/50.PB020A,38/38,MAGBROOKE / 50.PB020A,v527,PROD,90015217,
361,3411,MAGBROOKE,50.PC020A,,,,,RACC QD BRB FM 2PO MAGBROOKE/50.PC020A,FITT QD HOS FM 2IN MAGBROOKE/50.PC020A,38/38,MAGBROOKE / 50.PC020A,v527,PROD,90015218,
361,3411,MAGBROOKE,50.PD020A,,,,,RACC QD VIS FF 2PO MAGBROOKE/50.PD020A,FITT QD THR FF 2IN MAGBROOKE/50.PD020A,38/38,MAGBROOKE / 50.PD020A,v527,PROD,90015219,
361,3411,MAGBROOKE,50.PE020A,,,,,RACC QD BRB MM 2PO MAGBROOKE/50.PE020A,FITT QD HOS MM 2IN MAGBROOKE/50.PE020A,38/38,MAGBROOKE / 50.PE020A,v527,PROD,90015220,
361,3411,MAGBROOKE,50.PF020A,,,,,RACC QD VIS MM 2PO MAGBROOKE/50.PF020A,FITT QD THR MM 2IN MAGBROOKE/50.PF020A,38/38,MAGBROOKE / 50.PF020A,v527,PROD,90015221,
361,3411,MAGBROOKE,50.PDP020A,,,,,BOUCHON QD M 2PO MAGBROOKE/50.PDP020A,PLUG QD M 2IN MAGBROOKE/50.PDP020A,37/34,MAGBROOKE / 50.PDP020A,v527,PROD,90015222,
361,3411,Tidland,126916,90015223,,,,MACHON PNEUM TIDLAND / 126916,NIPPLE PNEUM TIDLAND / 126916,29/29,TIDLAND / 126916,v527,PROD,90015223,
361,3411,Rub,AD-1,90015224,,,,SOLENOIDE 24VDC RUB / AD-1,SOLENOID 24VDC RUB / AD-1,26/25,RUB / AD-1,v527,PROD,90015224,
361,3411,Bondhus,32156,90015225,,,,ENS CLEF HEX SAE BONDHUS / 32156,SET KEY HEX SAE BONDHUS / 32156,32/31,BONDHUS / 32156,v527,PROD,90015225,
361,3411,Darnel Rose,A833,90015226,,,,PARE-CHOCS DARNEL ROSE / A833,BUMPER DARNEL ROSE / A833,29/25,DARNEL ROSE / A833,v527,PROD,90015226,
361,3411,Condor,CRT112NP,90015227,,,,CHARNIERE PIANO CONDOR / CRT112NP,HINGE PIANO CONDOR / CRT112NP,33/29,CONDOR / CRT112NP,v527,PROD,90015227,
361,3411,S&W,BSW-2Z,90015228,,,,PATTE AJUST S&W / BSW-2Z,FOOT ADJUST S&W / BSW-2Z,24/24,S&W / BSW-2Z,v527,PROD,90015228,
361,3411,Proto,5441-5/16,90015229,,,,EMBOUT HEX 5/16X0.5PO PROTO / 5441-5/16,BIT HEX 5/16X0.5IN PROTO / 5441-5/16,39/36,PROTO / 5441-5/16,v527,PROD,90015229,
361,3411,Gray Tools,78420,90015230,,,,EMBOUT HEX 5/16X0.5PO GRAY TOOLS / 78420,BIT HEX 5/16X0.5IN GRAY TOOLS / 78420,40/37,GRAY TOOLS / 78420,v527,PROD,90015230,
361,3411,Bondhus,15360,90015231,,,,CLE HEX 4MM BONDHUS / 15360,KEY HEX 4MM BONDHUS / 15360,27/27,BONDHUS / 15360,v527,PROD,90015231,
361,3411,Mettler Toledo ,0743,90015232,,,,CELL CHARGE METTLER TOLEDO  / 0743,LOADCELL METTLER TOLEDO  / 0743,34/31,METTLER TOLEDO  / 0743,v527,PROD,90015232,
361,3411,Speanur,240-026,90015233,,,,GOUPILLE RESS 1/8 SPEANUR / 240-026,PIN SPRING 1/8 SPEANUR / 240-026,35/32,SPEANUR / 240-026,v527,PROD,90015233,
361,3411,Nexen,846800,90015234,,,,KIT REPAR NEXEN / 846800,REPAIR KIT NEXEN / 846800,24/25,NEXEN / 846800,v527,PROD,90015234,
361,3411,nexen,30228,90015235,,,,DISQUE FRICTION NEXEN / 30228,CLUTCH NEXEN / 30228,29/20,NEXEN / 30228,v527,PROD,90015235,
361,3411,Napa,UNI DS194,90015236,,,,CONN RELAIS NAPA / UNI DS194,RELAY CONN NAPA / UNI DS194,28/27,NAPA / UNI DS194,v527,PROD,90015236,
361,3411,napa,TG7071,90015237,,,,INTERR BASCULE NAPA / TG7071,SWT TOGGLE NAPA / TG7071,28/24,NAPA / TG7071,v527,PROD,90015237,
361,3411,Omega,0s-136-1-ma,90015238,,,,CAPTEUR TEMP IR OMEGA / 0S-136-1-MA,SENSOR TEMP IR OMEGA / 0S-136-1-MA,35/34,OMEGA / 0S-136-1-MA,v527,PROD,90015238,
361,3411,Omega,psw-634,90015239,,,,CAPTEUR PRESSION OMEGA / PSW-634,SENSOR PRESSURE OMEGA / PSW-634,32/31,OMEGA / PSW-634,v527,PROD,90015239,
361,3411,Omega,LDI-119-025-A020A,90015240,,,,CAPTEUR PROX OMEGA / LDI-119-025-A020A,SENSOR PROX OMEGA / LDI-119-025-A020A,38/37,OMEGA / LDI-119-025-A020A,v527,PROD,90015240,
361,3411,Maxon,18117-N,90015241,,,,FLAME ROD MAXON / 18117-N,FLAME ROD MAXON / 18117-N,25/25,MAXON / 18117-N,v527,PROD,90015241,
361,3411,Dimar,10-58DADOTN1,90015242,,,,LAME SCIE CIRC DIMAR / 10-58DADOTN1,BLADE CIRC SAW DIMAR / 10-58DADOTN1,35/35,DIMAR / 10-58DADOTN1,v527,PROD,90015242,
361,3411,Honeywell,Q7230A 1005,,,,,MODULE INTERFACE HONEYWELL Q7230A1005,INTERFACE MODULE HONEYWELL Q7230A1005,37/37,HONEYWELL / Q7230A 1005,v527,PROD,90015243,
361,3411,Honeywell,R7849 A 1015,,,,,AMPLIFICATEUR FLAME HONEYWELL R7849A1015,FLAME AMPLIFICATOR HONEYWELL R7849A1015,40/39,HONEYWELL / R7849 A 1015,v527,PROD,90015244,
361,3411,Honeywell,St7800 A 1039,,,,,CARTE TEMPOR. 30S HONEYWELL St7800A1039,TEMPORIZATOR CARD HONEYWELL St7800A1039,39/39,HONEYWELL / ST7800 A 1039,v527,PROD,90015245,
361,3411,Auburn ,CS12982,90015246,,,,BOUGIE 10MM AUBURN CS12982,SPK PLG 10MM AUBURN CS12982,26/27,AUBURN  / CS12982,v527,PROD,90015246,
361,3411,Samuel Strapping,Fra33-1120,90015247,,,,LAME CISAILL. SAM.STRAPPING FRA33-1120,SHEAR BLADE SAM.STRAPPINGL Fra33-1120,38/37,SAMUEL STRAPPING / FRA33-1120,v527,PROD,90015247,
361,3411,Samuel Strapping,FRA33-1137,90015248,,,,MOITIE DIE SAM.STRAPPING FRA33-1137,DIE HALF SAM.STRAPPINGL FRA33-1137,35/34,SAMUEL STRAPPING / FRA33-1137,v527,PROD,90015248,
361,3411,Samuel Strapping,FRA33-1138,90015249,,,,MOITIE DIE SAM.STRAPPING FRA33-1138,DIE HALF SAM.STRAPPINGL FRA33-1138,35/34,SAMUEL STRAPPING / FRA33-1138,v527,PROD,90015249,
361,3411,Samuel Strapping,FRA33-1168,90015250,,,,JOINT SAM.STRAPPING FRA33-1168,LINK SAM.STRAPPINGL FRA33-1168,30/30,SAMUEL STRAPPING / FRA33-1168,v527,PROD,90015250,
361,3411,Samuel Strapping,FRA33-1176,90015251,,,,RONDELLE SAM.STRAPPING FRA33-1176,WASHER SAM.STRAPPINGL FRA33-1176,33/32,SAMUEL STRAPPING / FRA33-1176,v527,PROD,90015251,
361,3411,Samuel Strapping,FRA33-1177,90015252,,,,RONDELLE SAM.STRAPPING FRA33-1177,WASHER SAM.STRAPPING FRA33-1177,33/31,SAMUEL STRAPPING / FRA33-1177,v527,PROD,90015252,
361,3411,Samuel Strapping,FRA33-2121,90015253,,,,POINCON SAM.STRAPPING FRA33-2121,PUNCH SAM.STRAPPINGL FRA33-2121,32/31,SAMUEL STRAPPING / FRA33-2121,v527,PROD,90015253,
361,3411,Samuel Strapping,FRA33-2165,90015254,,,,BOULON LIMIT. SAM.STRAPPING FRA33-2165,LIMIT BOLT SAM.STRAPPINGL FRA33-2165,38/36,SAMUEL STRAPPING / FRA33-2165,v527,PROD,90015254,
361,3411,Samuel Strapping,FRA33-2177,90015255,,,,AGRIPEUR SAM.STRAPPING FRA33-2177,GRIPPING SAM.STRAPPINGL FRA33-2177,33/34,SAMUEL STRAPPING / FRA33-2177,v527,PROD,90015255,
361,3411,Samuel Strapping,FRA33-3110,90015256,,,,CLIQUET TENS. SAM.STRAPPING FRA33-3110,TENSION PAWL SAM.STRAPPINGL FRA33-3110,38/38,SAMUEL STRAPPING / FRA33-3110,v527,PROD,90015256,
361,3411,Samuel Strapping,FRA33-3111,90015257,,,,CLIQUET TENS.  SAM.STRAPPING FRA33-3111,TENSION PAWL SAM.STRAPPINGL FRA33-3111,39/38,SAMUEL STRAPPING / FRA33-3111,v527,PROD,90015257,
361,3411,Samuel Strapping,FRA33-3124,90015258,,,,ANNEAU VERROU. SAM.STRAPPING FRA33-3124,LOCKING RING SAM.STRAPPINGL FRA33-3124,39/38,SAMUEL STRAPPING / FRA33-3124,v527,PROD,90015258,
361,3411,Samuel Strapping,FRA33-3137,90015259,,,,DISPOSITIF CLIQUET SAM.STRAPPING,CATCH PAWL SAM.STRAPPINGL FRA33-3137,32/36,SAMUEL STRAPPING / FRA33-3137,v527,PROD,90015259,
361,3411,Samuel Strapping,FRA33-3140,90015260,,,,GUIDE COURROIE SAM.STRAPPING FRA33-3140,STRAP GUIDE SAM.STRAPPINGL FRA33-3140,39/37,SAMUEL STRAPPING / FRA33-3140,v527,PROD,90015260,
361,3411,Samuel Strapping,FRA33-3143,90015261,,,,TENSIONNEUR SAM.STRAPPING FRA33-3143,TENSIONER SAM.STRAPPINGL FRA33-3143,36/35,SAMUEL STRAPPING / FRA33-3143,v527,PROD,90015261,
361,3411,Samuel Strapping,FRN1-1304,90015262,,,,VIS SAM.STRAPPING FRN1-1304,SCREW SAM.STRAPPINGL FRN1-1304,27/30,SAMUEL STRAPPING / FRN1-1304,v527,PROD,90015262,
361,3411,Samuel Strapping,FRN1-1806,90015263,,,,VIS SAM.STRAPPING FRN1-1806,SCREW SAM.STRAPPINGL FRN1-1806,27/30,SAMUEL STRAPPING / FRN1-1806,v527,PROD,90015263,
361,3411,Samuel Strapping,FRN1-6135,90015264,,,,RONDELLE SAM.STRAPPING FRN1-6135,WASHER SAM.STRAPPINGL FRN1-6135,32/31,SAMUEL STRAPPING / FRN1-6135,v527,PROD,90015264,
361,3411,Samuel Strapping,FRN1-1182,90015265,,,,VIS  SAM.STRAPPING FRN1-1182,SCREW SAM.STRAPPINGL FRN1-1182,28/30,SAMUEL STRAPPING / FRN1-1182,v527,PROD,90015265,
361,3411,Samuel Strapping,FRN1-1184,90015266,,,,VIS SAM.STRAPPING FRN1-1184,SCREW SAM.STRAPPINGL FRN1-1184,27/30,SAMUEL STRAPPING / FRN1-1184,v527,PROD,90015266,
361,3411,Samuel Strapping,FRN2-1108,90015267,,,,BAGUE SECURITE SAM.STRAPPING FRN2-1108,SECURITY RING SAM.STRAPPINGL FRN2-1108,38/38,SAMUEL STRAPPING / FRN2-1108,v527,PROD,90015267,
361,3411,Samuel Strapping,FRN2-1117,90015268,,,,BAGUE SECURITE SAM.STRAPPING FRN2-1117,SECURITY RING SAM.STRAPPINGL FRN2-1117,38/38,SAMUEL STRAPPING / FRN2-1117,v527,PROD,90015268,
361,3411,Samuel Strapping,FRN2 -3205,90015269,,,,CLAVETTE DISQUE SAM.STRAPPING FRN2 -3205,WOODRUFF KEY SAM.STRAPPINGL FRN2 -3205,40/38,SAMUEL STRAPPING / FRN2 -3205,v527,PROD,90015269,
361,3411,Samuel Strapping,FRN2-5154,90015270,,,,RESSORT PRESSION SAM.STRAPPING FRN2-5154,PRESSURE SPRING SAM.STRAPPINGL FRN2-5154,40/40,SAMUEL STRAPPING / FRN2-5154,v527,PROD,90015270,
361,3411,Samuel Strapping,FRN2-5606,90015271,,,,RONDELLE RESSORT SAM.STRAPPING FRN2-5606,CUP SPRING SAM.STRAPPINGL FRN2-5606,40/35,SAMUEL STRAPPING / FRN2-5606,v527,PROD,90015271,
361,3411,Samuel Strapping,FRN3-2315,90015272,,,,ROULEMENT SAM.STRAPPING FRN3-2315,NEEDLE BEARING SAM.STRAPPINGL FRN3-2315,33/39,SAMUEL STRAPPING / FRN3-2315,v527,PROD,90015272,
361,3411,Samuel Strapping,FRN3-2316,90015273,,,,BAGUE SAM.STRAPPING FRN3-2316,NEEDLE BUSHING SAM.STRAPPINGL FRN3-2316,29/39,SAMUEL STRAPPING / FRN3-2316,v527,PROD,90015273,
361,3411,Samuel Strapping,FRP40-2019,90015274,,,,LAME SAM.STRAPPING FRP40-2019,BLADE SAM.STRAPPINGL FRP40-2019,29/31,SAMUEL STRAPPING / FRP40-2019,v527,PROD,90015274,
361,3411,Samuel Strapping,FRP40-2020,90015275,,,,MOITIE DIE SAM.STRAPPING FRP40-2020,DIE HALF SAM.STRAPPINGL FRP40-2020,35/34,SAMUEL STRAPPING / FRP40-2020,v527,PROD,90015275,
361,3411,Samuel Strapping,FRP40-2022,90015276,,,,MACHOIRE PINCE SAM.STRAPPING FRP40-2022,GRIPPING JAW SAM.STRAPPINGL FRP40-2022,39/38,SAMUEL STRAPPING / FRP40-2022,v527,PROD,90015276,
361,3411,Samuel Strapping,FRP40-2053,90015277,,,,PINCE SAM.STRAPPING FRP40-2053,GRIPPER SAM.STRAPPINGL FRP40-2053,30/33,SAMUEL STRAPPING / FRP40-2053,v527,PROD,90015277,
361,3411,Samuel Strapping,FRP40-2521,90015108,,,,MACHOIRE PINCE SAM.STRAPPING FRP40-2521,GRIPPER JAW SAM.STRAPPINGL FRP40-2521,39/37,SAMUEL STRAPPING / FRP40-2521,v527,PROD,90015108,
361,3411,Samuel Strapping,FRP40-2525,90015109,,,,LAME CISAILL. SAM.STRAPPING FRP40-2525,SHEAR BLADE SAM.STRAPPINGL FRP40-2525,38/37,SAMUEL STRAPPING / FRP40-2525,v527,PROD,90015109,
361,3411,Samuel Strapping,FRP40-2033,90015110,,,,ŒIL SAM.STRAPPING FRP40-2033,EYE SAM.STRAPPINGL FRP40-2033,28/29,SAMUEL STRAPPING / FRP40-2033,v527,PROD,90015110,
361,3411,Samuel Strapping,FRN4-1112,90015111,,,,BOULE ADHERANTE SAM.STRAPPING FRN4-1112,GRIPBALL SAM.STRAPPINGL FRN4-1112,39/33,SAMUEL STRAPPING / FRN4-1112,v527,PROD,90015111,
361,3411,Samuel Strapping,FRA33-1155,90015112,,,,POIGNEE SAM.STRAPPING FRA33-1155,SEALING HANDLE SAM.STRAPPINGL FRA33-1155,32/40,SAMUEL STRAPPING / FRA33-1155,v527,PROD,90015112,
361,3411,Samuel Strapping,FRA33-3151,90015113,,,,POIGNEE TENSION SAM.STRAPPING FRA33-3151,TENSION HANDLE SAM.STRAPPINGL FRA33-3151,40/40,SAMUEL STRAPPING / FRA33-3151,v527,PROD,90015113,
361,3411,Dynatech,104437,90015114,,,,VALVE DYNATEC 104437,VALVE DYNATEC 104437,20/20,DYNATECH / 104437,v527,PROD,90015114,
361,3411,dynatech,100710,90015115,,,,BUSE DYNATEC 100710,NOZZLE DYNATEC 100710,19/21,DYNATECH / 100710,v527,PROD,90015115,
361,3411,dynatech,101247,90015116,,,,KIT RESERVOIR DYNATEC 101247,TANK KIT DYNATEC 101247,28/23,DYNATECH / 101247,v527,PROD,90015116,
361,3411,dynatech,101618,90015117,,,,FILTRE DYNATEC 101618,FILTER DYNATEC 101618,21/21,DYNATECH / 101618,v527,PROD,90015117,
361,3411,Simonex,07509380,90015118,,,,COUTEAU SIMONEX 07509380,KNIFE SIMONEX 07509380,24/22,SIMONEX / 07509380,v527,PROD,90015118,
361,3411,simonex,9503034,90015119,,,,CONTRE-COUTEAU SIMONEX 9503034,COUNTER KNIFE SIMONEX 9503034,30/29,SIMONEX / 9503034,v527,PROD,90015119,
361,3411,Simonex,8501652,90015120,,,,COUTEAU SIMONEX 8501652,KNIFE SIMONEX 8501652,23/21,SIMONEX / 8501652,v527,PROD,90015120,
361,3411,Simonex,10503010,90015121,,,,CONTRE-COUTEAU SIMONEX 10503010,COUNTER KNIFE SIMONEX 10503010,31/30,SIMONEX / 10503010,v527,PROD,90015121,
361,3411,Spraying system,7521B-1X1/4,90015122,,,,CONNECTEUR SPRAYING SYSTEM 7521B-1X1/4 ,CONNECTOR SPRAYING SYSTEM 7521B-1X1/4,39/37,SPRAYING SYSTEM / 7521B-1X1/4,v527,PROD,90015122,
361,3411,Spraying system,CP1322,90015123,,,,SYSTÈME PULV. SPRAYING SYSTEM CP1322,SPRAY SYSTEM SPRAYING SYSTEMS CP1322,36/36,SPRAYING SYSTEM / CP1322,v527,PROD,90015123,
361,3411,Spraying system,CP1325,90015124,,,,SYSTÈME PULV. SPRAYING SYSTEM CP1325,SPRAY SYSTEM SPRAYING SYSTEMS CP1325,36/36,SPRAYING SYSTEM / CP1325,v527,PROD,90015124,
361,3411,fife,SE-23,90015125,,,,DETECTEUR INFRAROUGE FIFE SE-23,INFRAREDED DECTECTOR FIFE SE-23,31/31,FIFE / SE-23,v527,PROD,90015125,
361,3411,Flow ezy filters,20-1 1/4-60,90015126,,,,FILTRE FLOW EZY FILTERS 20-1 1/4-60,FILTER FLOW EZY FILTERS 20-1 1/4-60,35/35,FLOW EZY FILTERS / 20-1 1/4-60,v527,PROD,90015126,
361,3411,Fife,04723-001,90015127,,,,FILTRE HYDRAULIQUE FIFE 04723-001,HYDRAULIC FILTER  FIFE 04723-001,33/32,FIFE / 04723-001,v527,PROD,90015127,
361,3411,Fife,04722-001,90015128,,,,FILTRE HYDRAULIQUE FIFE 04722-001,HYDRAULIC FILTER FIFE 04722-001,33/31,FIFE / 04722-001,v527,PROD,90015128,
361,3411,Fife,04721-001,90015129,,,,FILTRE FIFE 04721-001,FILTER FIFE 04721-001,21/21,FIFE / 04721-001,v527,PROD,90015129,
361,3411,Fife,Polaris DP-20,,,,,CONTROLEUR GUIDE FIFE,CONTROLER FIFE,21/14,FIFE / POLARIS DP-20,v527,PROD,90015130,
361,3411,FIFE,21708-002,90015131,,,,ELEMENT FILTREUR FIFE 21708-002,FILTER ELEMENT FIFE 21708-002,31/29,FIFE / 21708-002,v527,PROD,90015131,
361,3411,Sun Automatisation,JP-000345,,,,,VIS ROULEAU SUN AUTOMATISATION JP-000345,ROLL SCREW SUN AUTOMATISATION 104437,40/36,SUN AUTOMATISATION / JP-000345,v527,PROD,90015132,
361,3411,Sun Automatisation,JP-000399,,,,,PALIER SUN AUTOMATISATION JP-000399,BEARING SUN AUTOMATISATION 100710,35/33,SUN AUTOMATISATION / JP-000399,v527,PROD,90015133,
361,3411,Sun Automatisation,JP-109,,,,,ECROU SUN AUTOMATISATION JP-109,NUT R.H. SUN AUTOMATISATION 101247,31/34,SUN AUTOMATISATION / JP-109,v527,PROD,90015134,
361,3411,Sun Automatisation,JP-110,,,,,ECROU SUN AUTOMATISATION JP-110,NUT L.H. SUN AUTOMATISATION 101618,31/34,SUN AUTOMATISATION / JP-110,v527,PROD,90015135,
361,3411,Sun Automatisation,CR-30068,,,,,UNIVERSEL SUN AUTOMATISATION CR-30068,UNI.COUPLING SUN AUTOMATISATION 07509380,37/40,SUN AUTOMATISATION / CR-30068,v527,PROD,90015136,
361,3411,Sun Automatisation,JP-328,,,,,VIS SUN AUTOMATISATION JP-328,ADJUST. SCREW SUN AUTOMATISATION 9503034,29/40,SUN AUTOMATISATION / JP-328,v527,PROD,90015137,
361,3411,Sun Automatisation,10544,,,,,ECROU SUN AUTOMATISATION 10544,NUT SUN AUTOMATISATION 8501652,30/30,SUN AUTOMATISATION / 10544,v527,PROD,90015138,
361,3411,Sun Automatisation,Jp-951,,,,,CAMERA SUN AUTOMATISATION Jp-951,LIMIT.SW CAM SUN AUTOMATISATION 10503010,32/40,SUN AUTOMATISATION / JP-951,v527,PROD,90015139,
361,3411,Sun Automatisation,JP-206,,,,,BLOC COUL. SUN AUTOMATISATION JP-206,S.BLOCK SUN AUTOMATISATION 7521B-1X1/4,36/38,SUN AUTOMATISATION / JP-206,v527,PROD,90015140,
361,3411,Sun Automatisation,JP-393,,,,,ROUE VIS SUN AUTOMATISATION JP-393,WORM WHEEL SUN AUTOMATISATION CP1322,34/36,SUN AUTOMATISATION / JP-393,v527,PROD,90015141,
361,3411,Sun Automatisation,JP-828,,,,,BOUCHON SUN AUTOMATISATION JP-828,SCREW CAP SUN AUTOMATISATION CP1325,33/35,SUN AUTOMATISATION / JP-828,v527,PROD,90015142,
361,3411,Sun Automatisation,JP-427,,,,,BAGUE FENDUE SUN AUTOMATISATION JP-427,BUSHING SLUTTED SUN AUTOMATISATION SE-23,38/40,SUN AUTOMATISATION / JP-427,v527,PROD,90015143,
361,3411,Sun Automatisation,JP-390,,,,,ADAPTATEUR SUN AUTOMATISATION JP-390,BRING ADAP SUN AUTOMATISATION 20-11/4-60,36/40,SUN AUTOMATISATION / JP-390,v527,PROD,90015144,
361,3411,Sun Automatisation,JP-455,,,,,RESSORT VIS SUN AUTOMATISATION JP-455,SCREW SPRNG SUN AUTOMATISATION 04723-001,37/40,SUN AUTOMATISATION / JP-455,v527,PROD,90015145,
361,3411,Sun Automatisation,JP-153,,,,,ENGRENAGE SUN AUTOMATISATION JP-153,WORM GEAR SUN AUTOMATISATION 04722-001,35/38,SUN AUTOMATISATION / JP-153,v527,PROD,90015146,
361,3411,Sun Automatisation,JP-868,,,,,VIS AJUST. SUN AUTOMATISATION JP-868,WORM SUN AUTOMATISATION 04721-001,36/33,SUN AUTOMATISATION / JP-868,v527,PROD,90015147,
361,3411,Sun Automatisation,JP-335,90015148,,,,ARBRE SANS FIN SUN AUTOMATISATION JP-335,WORM SHAFT SUN AUTOMATISATION JP-335,40/36,SUN AUTOMATISATION / JP-335,v527,PROD,90015148,
361,3411,Sun Automatisation,JP-386,90015149,,,,ACC. UNIVERSEL SUN AUTOMATISATION JP-386,UNIV. COUPL. SUN AUTOMATISATION JP-386,40/38,SUN AUTOMATISATION / JP-386,v527,PROD,90015149,
361,3411,Sun Automatisation,JP-147,90015150,,,,VER SUN AUTOMATISATION JP-147,WORM SUN AUTOMATISATION JP-147,29/30,SUN AUTOMATISATION / JP-147,v527,PROD,90015150,
361,3411,Sun Automatisation,JP-582,90015151,,,,JOINT SUN AUTOMATISATION JP-582,GASKET SUN AUTOMATISATION JP-582,31/32,SUN AUTOMATISATION / JP-582,v527,PROD,90015151,
361,3411,Sun Automatisation,50207,90015152,,,,ANNEAU PRESSION SUN AUTOMATISATION 50207,SNAP RING SUN AUTOMATISATION 50207,40/34,SUN AUTOMATISATION / 50207,v527,PROD,90015152,
361,3411,Dema,401P,,,,,VANNE SOLENOIDE 0.25PO 150PSI DEMA/401P,VALVE SOLENOID 0.25IN 150PSI DEMA/401P,39/38,DEMA / 401P,v527,PROD,90015153,
361,3411,Numatics,HH-4,,,,,COLLECTEUR VANNE PNEUM NUMATICS /HH-4,MANIFOLD VALVE PNEUM NUMATICS /HH-4,37/35,NUMATICS / HH-4,v527,PROD,90015154,
361,3411,Numatics,081ss600k000030,,,,,VANNE SOLENOIDE NUMATICS/081SS600K000030,VALVE SOLENOID NUMATICS/081SS600K000030,40/39,NUMATICS / 081SS600K000030,v527,PROD,90015155,
361,3411,SMC,NVFS2220-5DZ02T,,,,,VANNE SOLENOIDE SMC/NVFS2220-5DZ02T,VALVE SOLENOID SMC/NVFS2220-5DZ02T,35/34,SMC / NVFS2220-5DZ02T,v527,PROD,90015156,
361,3411,SMC,NVFS2120-5DZ-02T,,,,,VANNE SOLENOIDE SMC/NVFS2120-5DZ-02T,VALVE SOLENOID SMC/NVFS2120-5DZ-02T,36/35,SMC / NVFS2120-5DZ-02T,v527,PROD,90015157,
361,3411,SMC,NVFS3110-5DZ,,,,,VANNE SOLENOIDE SMC/NVFS3110-5DZ,VALVE SOLENOID SMC/NVFS3110-5DZ,32/31,SMC / NVFS3110-5DZ,v527,PROD,90015158,
361,3411,Fabco Air,949-000-331,,,,,CAPTEUR MAGNET FABCO AIR/949-000-331,SENSOR MAGNET FABCO AIR/949-000-331,36/35,FABCO AIR / 949-000-331,v527,PROD,90015159,
361,3411,Bimba,K-A-L,,,,,KIT REPARAT BIMBA/K-A-L,REPAIR KIT BIMBA/K-A-L,23/22,BIMBA / K-A-L,v527,PROD,90015160,
361,3411,MarquipWardUnited,5012060,,,,,PINCE MARQUIPWARDUNITED/5012060,CLAMP MARQUIPWARDUNITED/5012060,31/31,MARQUIPWARDUNITED / 5012060,v527,PROD,90015161,
361,3411,MarquipWardUnited,5012190,,,,,CYL PNEUM MARQUIPWARDUNITED/5012190,CYL PNEUM MARQUIPWARDUNITED/5012190,35/35,MARQUIPWARDUNITED / 5012190,v527,PROD,90015162,
